business_id,avg_ratings,counts
uLzb0n7iYbaTZKeta1RDAw,3.75,36
WuCcv_Dyd_1B_1-4jwK7sQ,3.47,182
rGvkljWlP7ysvLEUucoyqA,4.53,219
DYr8tAmbKmH9yHKzQ5nVMw,3.0,4
dFrVbVtYI5Se64hRPKTWOA,4.8,5
TuhXRiFkxBLIGcLhJ_-Sdw,4.43,7
cLojUtqkFpVIHFEvA_5Atw,3.72,404
_Bz6YWNI5bi0gqQI4GLvqQ,4.02,42
OzIV3ZDwCC6aOlgs_YADAQ,4.65,26
U_CvxSM9epIi8u5A0jOUVw,3.56,39
-0lRv242OzyPUB8c5E_UhQ,4.5,6
COM6IM0lIfhMpcknjVi4CQ,4.22,9
VudqspJ-zQIlYRBTANgdzQ,3.67,9
XGK7mKZJQtJa77Izhx6xyQ,4.4,5
79n4ERovIayh_AKwtV3UBg,5.0,1
3m7khDnqH9QOg8gu3Ymumw,2.83,6
b9fEUyazo9wd4TZeDowAkA,1.44,9
p9riNqhTzGbWNXX8HN_E0w,3.62,13
zbjPg_vvxCWkFjeEvVpmnA,4.42,115
A1yl07aIgJSSHl6J9HZVBA,4.0,8
Rg4dHuszzF0Mb4yqtoHSiA,4.31,97
ggGglvfR4KnE7cNZL-0z_w,2.4,5
pSN0dm6rdS6Gu-1JGMca6w,4.0,1
MPmSoEd46WXqhN-5rw7Yqw,2.95,19
InsT_8VUeBpLGupKuQAlQg,4.0,36
M-V37VyFtqV6eBBciT7nQg,3.67,3
CTOhPPMTal9zf5_Lax-gqg,3.5,26
gk47gaqE27jJfsk3R8LW_Q,3.61,23
a1t31qMLd5fQocEjbSJ61A,2.24,259
TuuENwzxOFdDLY_oKCbFZw,4.42,182
IoWXpj8WFNNu47rKpPb-Og,3.45,55
il6yjixaZ4ARFx2XZENmzw,3.39,18
LwSNsn2k6v_Nb2dbhP3qsQ,3.65,20
MhkZLdUFaHt5SDcQcqOWQg,3.62,141
RlfX4muX5LfJsvmI9qWGvw,4.01,116
tX13cBUrvD5B565_XhlFNQ,2.5,4
SvoJ3Y3uqDfB4iGUaWXh8Q,3.12,34
P4qT7Vq1SESsWqBCqtpyuw,1.8,5
c_Hgu6zirKI2l71TAhrTRQ,2.53,19
zmvIqh26-lzpZROHuhA-6w,3.97,149
KKucN3P6aH84MCfPr56a8g,4.22,715
M75Mj9JwbL_2dDsyXQiUSw,2.46,92
stPGLQ8-zTCnAWcp-PgBGA,4.17,42
dF-u2E0ZFAZMlAlsTjHz2A,3.0,47
u_QcgQDztf0juiqHooRqxQ,3.67,3
kOsZcKkDte0pQ38Ek8mNAQ,3.72,36
W4cHF12due10J7xevvjvPw,3.38,63
TISYpj3vopI7p7x4rt4ASg,4.5,4
NHy-HT-FI305jqgyeIWPCQ,3.47,70
wFN75sAjpPpYnf0De8QssA,2.83,208
rB6IWv6mW2IVjvgfvNGdHg,3.55,123
0XaoiuLevLVGJRAVq755qQ,4.67,3
lb3bbj4tO0JWwXDqR9rMFA,2.0,6
IheYoy35P3l11BQ1pNA9pg,4.07,15
mSbFLlDB5Qu-6al1e2DSBw,4.35,128
FucrEEO2laIlAnIZ_n6cTA,1.8,5
8vX5suuqyXoCqbhG8BZwgg,3.5,2
BXsEDghPAyCuvG5bbNYU2Q,3.27,22
wr3bTAXlo6aB5LIbIx6ueQ,3.97,185
dfkmSx2CkO_ORwujV5p5Ag,3.83,18
Hg3aQ6hkH1suW-02rP3neA,4.2,5
w-RzHsvV05yT2K-JC8DJUA,3.42,19
2hM--u1QSxnJsdsExT42Lw,3.57,7
YRz1sq0yAy6IF2prw4ynTA,4.5,4
EKLb_PG33FVjtJbbOksAeQ,4.1,21
xtuiOHwL5HmVINb9XZvc9g,4.75,4
1S7FdMVU7fw0bQAVJJcSMg,3.43,7
wZzUPdHpG2PM09evT72RMw,3.64,11
b9WZJp5L1RZr4F1nxclOoQ,4.57,53
oZsWYLfvLBJoonvxObDWtw,2.5,38
_Ck4AAtkBLsDL9Qcbo9h1Q,4.18,17
_OKVxtql5gdVuH_7dsvlYg,4.13,32
HIHOvslQA_m6S86H5QO2nw,4.43,14
BH4ky1-owYRtIKRZ0bw9Rw,4.29,68
cFSqi23l4aJjqCz-DFJwpw,3.75,4
4X_XAOeMw7AFkYhg3NINJA,4.06,826
PiXzWWfIjz6kl_e-LYXHhg,4.64,11
_Mkp-ZD_TSmLAjR-BmBg7g,4.04,27
d24w8_TEu1QamA3qFI5JMw,2.9,10
45Vj6a0LX4B2a7loTJyb4g,4.14,7
ot4Of_A9onKHoVt4XU7v5g,2.1,10
QzC9ePNTrJ5QQwehsmMAWA,3.17,90
gmnI9E8l9ZmqErrBeg88jA,4.47,68
i7HvZ1yTTIaR6bfa_3jGEw,1.5,6
9exceYD4IAttJOpbfubiGg,4.0,3
9DsXB8T3UwBYiLPiLJJuNQ,3.53,74
6BIyPXe_3eO8TEAHnVpVuA,3.5,4
rUQfZOengMpXFkLvJrNJ3g,4.5,22
zFbQ-8AvAIM1tQoqIh_sew,2.6,10
oU968d4WjL0dgk_8qq5BXw,2.3,10
0lQDOFqEVB1LQhkS2kN1RA,2.85,55
vKXLqyrebmNNPxWsGZolZg,3.64,36
gXkv-2CPQFs1iggbftTl_g,2.9,50
kx0P3BmdL7GUxjsGQnm7pg,3.25,4
bvJGSfinC3dpGtSIGdKGNQ,2.47,17
S2x-rEziU3ONR9zO_vpPxA,2.94,17
ECWSOvqjPP8IVuTs_BM8bQ,2.5,4
PF_L0dY7Ad76BleQ6Hc7Qg,3.36,11
hlME5-P2CudNDCUSIX2cxQ,3.5,22
AgvP554bfq5kwp5TghvYmw,4.38,16
O6fEzyH0fRP7r8IbSnCgoA,4.15,20
I34mPToWNbOedyvIyZ5imQ,1.6,5
VZ3A1pVQFwzNGnsNEz3FiQ,3.38,13
l6JjVKeofCbW2wdT-80lPg,3.71,17
ZF58mOM_ACiIhmwr8s_G1w,3.92,40
tC04i64a3nKCcvrnDpbT3A,4.39,44
6epFZlKmaLWQV0ANzyGf6g,3.8,5
aTMDGTQpHVzUY2VxBy4i8A,3.74,34
2unQHR9uaRxk3dsW6f3MGA,3.33,43
Bh5vHCVBOzaNAM-R4WLNcw,3.33,3
bxuKrGz1C4kXm_kjILdfAA,4.12,52
usjNCe_fdI4CbKbZCOKy8w,3.75,63
mv1gFZ8FYsFIOTENKhXddw,3.83,6
s_w8ohbsVOevvnis4OZojw,1.77,13
i2Me_vswa69_WN6__yb6Yw,5.0,6
JU-y40a_2XjhBe_G5jnSAg,2.75,4
o93LKyI7kKpCgDH8BewuHw,2.33,3
Ew_BOifmNQrh4P1VJvK5qg,1.89,9
1vQLTKwmcmZXtNzfKEvMmA,2.93,45
r07ZBskr2W6aVGkpDmBPNw,2.0,3
IgzJjFDZX4h71wG-fAVg7A,3.4,10
RCc01aDaUvQ-sWfoalfjXA,3.94,62
fphcaoXU9ywS5t3zEqYyvA,3.03,118
xWnS17JRqB2Cjdgfncnnng,4.47,339
322lV5vtiPrfKvthyqhT0g,3.38,8
bgnPqytdYaNgHjDhrozjdQ,2.0,3
x-S7Nooy3jiKChpR00mVWw,3.42,33
FCc2t3iBWZ5lQM6CsFSVXQ,3.0,16
EpQDugxrbGJlvpSx8piy7A,2.67,15
epUeIG4o7yphmcOU0qIqOg,2.67,9
coo6eAhevrKNC1azLAfGaw,4.23,123
2bFrNEhlNjFA7aqJyYBXmw,3.35,37
vFOgPc3Ib5wzejPhGqxM4Q,4.02,134
Zoh0hT-9ivhZ52dHr73NXA,3.33,3
r09Kgul5TUPtHvRVRJ-sWw,3.31,32
QdOCSKROozmhBKfxujWL9A,4.18,130
ZWuO-YghNqtcAO7Ar-MFEg,2.56,9
VToMv6ukjQv3KMOXAO30TQ,3.46,13
_ql42UadWUh9SgU09_c2mQ,3.38,69
JseijIHxisw_VhevGsin_A,1.67,3
eFjJOXNv2jnzIRfw-njwxg,3.33,3
95sQlDylaJ21U6iEl_MEXQ,2.82,11
sXDr77d29OFiCOvsw-LR3g,4.4,5
Y3a3RkR97J_ReiKgiMXeJg,3.28,58
A1hqUVCcjRJb3PB96QFY0w,3.58,26
1Uooxjw1yWQZYJw3QBUxAA,2.0,1
WCorga9tk_SayxbZbP7Hvg,1.73,11
vAlOW7SPS1ZFkDHec-w_VA,2.33,3
xhs6jlaA1LxNl-xgIXHh4A,4.41,37
WvZU5CF7jnBfsS5ah6sp1Q,3.82,11
cwyq1QIa4fNISUap4PCs_A,4.0,2
9iPsnH3gJdyledlHYahLeg,3.0,5
-r5aq7vjN6lMFDZ4XYErkQ,4.21,14
DnZkFbDjnts5ABUUA9QuVg,3.45,40
6GYKD7TvYE_xcYYut-to3A,3.6,10
wsEpY9SKydAAr5ESWCEo0Q,4.22,9
p3X7T5qvZ7YYBYHl8LN6Vw,2.76,17
6Gy2p4w5Vo9ECuzappvd0Q,3.29,7
orRtROuWoOZWKdfgzgFXJA,4.0,3
VYCbveCk-j4UR_aSTuASJA,3.52,48
4pBklPWQZSeuj5xynAEOYg,2.67,6
qC6ZqST6Q58qXHsDAjM_5w,3.83,6
e5ri6gZgqYNe37uXGtmetg,4.25,8
E0Gi93pSbrJVnQcV8JE8RQ,3.2,5
OjH29mVdEr4SXOdp-eLGfQ,4.67,3
hcFlvyDQq-1izciN8bxCQA,3.33,6
2jvaBYOPXvJawLFJ_c9koA,4.3,27
jkULHBAZBM3s5DQJkM-6RA,3.47,47
83kcLyAGm8oG2CSfHhUGJA,3.71,7
xWUQak48XdNZ4ZlkaI4zng,4.36,92
n4yQuvpiUNY6kWEAfz0YdQ,3.67,3
K-bnsVa7FO-mTDTNRpoE9g,4.27,15
LOPMHLVMH1nsBaMMshenlA,1.5,4
Qrqi9uBLZA37CWLlzYBfUA,3.69,29
CerkxisjSGi809UuT3cGUw,2.33,3
l184ekbNhRbhoG-yuCgSAA,3.89,9
wWvInCI38F80lqLvnW26hg,4.23,64
GwsLyeBlPodk1MFjS-XHJA,4.0,13
PE95Q0Ka-MzKYP_USPoNew,3.27,11
sEGA3haln8bEgvyO8FIdsA,4.0,2
RQ5Fe5XMJokYJaBkP-i4jA,2.75,16
XHjpd-DM7-5paAurBTlTJw,3.22,9
SOtYTZQIB5-3EqIlFjo7lA,4.43,7
Cx1UnfXknZgT55VbUTe90g,4.27,11
V7g5T2yR-TrzR1n4Fa8uWg,3.75,4
YbqNbrnOEk2T0qIBbTivuQ,4.0,46
pNNiVpYRjGOldveDMVrXMQ,2.96,24
xYy7bxBqIK9YGr9HXfpNkw,3.67,3
tDbXsDOecrv46J7YR2-FNw,3.0,3
5hSOoDzMy-N5mQ3l9AbKvw,3.5,4
syfCpXqRXeL4tyokKx6JJw,4.0,88
eHD1iu4B5yd_wj_uiSapzQ,3.59,108
_EUbTaB4OUWoIcC6wc8_8g,3.6,10
D-M0GgCnQEpLfwEgDquVAg,4.71,14
_L7ncquz3JaVmXSehvPovA,3.56,27
-hv-qqymMDYlpszOzJ2RXw,3.33,54
jRfdz5voj40P6WS9L54caw,4.06,481
oly8HWl0MtuioFWKPINIFg,3.58,218
IeYRnFUquMjehUTwXsZ5Vg,4.11,18
R13Yzsye39_1StxO0X1Flg,3.67,3
vE0-p6JOWQAzp3TAO2Ef6w,4.0,6
Rlbb5bQ1W520xjkLaD9OFQ,3.86,166
BSlmhfVEsy16C_ZUpcyB8w,4.07,54
yQoBnikspv_r4Te7SfzlOw,3.21,24
PBm5GNPaIHXxebg4ut-6qw,2.67,3
8Gmjirpg6V_a2u0K4In6Iw,3.4,47
MQsMlsL6J3V25ssYzHQehw,4.44,39
zWmMse__At85rO_ivLcpXA,2.83,12
1yxoQFeyux1Ig3qqCWKzGA,3.13,15
_bSqKmqRT_yKR1F0Nvhn_g,4.33,3
OAXWfsklsATjpui2C8HilQ,3.32,19
n3Ov26PBvLJQChYdP1WtfA,5.0,3
vdOhxFYPHbCg93iZoTkfnA,4.17,12
Ay-rj0ceMziTtNXW-Fqjlg,4.5,2
tUR9-c9y5J1KA8vi-CX-nQ,3.75,4
VVydN2GlIoPjVGMID9Vs7g,4.0,2
9w0NMlgg8Z_P3JUSQK0mPA,4.07,45
ZXDlrA9Aqsda1WfQD3H6aw,3.0,4
drrQIOQfEwv29L8B6E5_UQ,4.4,10
VutiGk1BCHvGfXTXd1_jKQ,3.67,3
JSOaQOtDtG2Ce44tCsKEUw,4.0,3
c9-zh9b1V-wvxFgicsT7-Q,5.0,4
-pmmu39MjTD0ht6Jjf-gmw,4.0,35
_ji6oh2RwfOOt0jMznT5wg,4.08,72
KVq-1WEJNKK2NqFC7nUoRg,4.37,54
kdwGeJlYwmqt9X49IG49mQ,4.06,32
RQ_QaWi1Cc4X6odfGuUGcA,3.73,73
I7RzNCWg_uVzUJhm9lrB4g,4.5,20
7LLKX5vYeItO7kBfbCnl5g,4.0,48
cg7Pys3TqUBkmXryzGN1Ww,2.5,2
vFJmFFfPVhHkC3bWOeZnNA,3.93,83
FbWwugp1EWRYBv76Wd3BEg,3.05,88
Q4D5Zre41GBU8Nu0hq8vQw,3.5,4
0OBTspQE0SOM2crOReOdmg,4.5,6
ne44CkXiTPRCx0UQrP4AsQ,3.59,17
jbabv5Zu9Das8cRqdYVHNw,4.33,6
gak2GGkgucTsnsbEanCb9A,2.83,18
BL3SqCfSJuDTNDR9_b9NdQ,3.61,31
q34vLVEbHPzS0ZUC8XGsVw,1.8,5
GmzpzmxinfLMw5OXQKFEBQ,4.77,624
bdTzNQ18wfPbyiXHJKL1dg,4.72,174
lut0g04VsYRyblR1Ad-8HA,3.55,113
n9iOBTyrgFRE4WT1Lq_wAA,4.6,63
0T0CX-ILJEOuEJnNi1Lu3A,3.4,5
e_eY2EmXhno4qwsZVkWq-Q,2.94,16
5vKdGeias7HTd3o6qojDFQ,2.79,14
XpNxXmqBKZE5ZHaI-ZgAmw,3.78,18
Zc86Fw8WngBO-Tr_OPZxBA,3.5,2
RHYJho19op3wdNfJOFUR0A,4.38,52
T5qxp0rdLRYPRduelP2QsQ,4.0,25
8WdpJa-yXW9p1e40UMk5PQ,4.43,7
4kSntr5xn8tAnodmTKevbg,3.86,153
LFf-IXdeb1nNil-BEQxQdA,4.6,5
2VK0NrB3agVOYmpkMKKrsg,3.29,7
JoqrcQuzD3yEvs9KvN82ag,1.7,10
BzvSlUIwB08C-1GK93mQbg,3.76,29
b1USJoEOGPMrYYfjnyWJHw,2.33,3
9Y5kXneSwv-l-8TODZWQAQ,3.78,18
gZN6QGdBoT3jqHKKR8hm_w,4.0,6
yZiV6fBKOuD7vX0NhpNDjQ,2.61,23
guCjJhxjlajTJ0rNhFp98Q,3.57,7
7y2Fgu5sdYQrzuJxatXMNg,2.67,27
GYbCN7JrNHnjhjAIrwrrqw,3.91,67
liJ7u970FYGtRTo5EOxvqg,3.17,93
gkwzvaYWC7LODxDw1yY0Dw,4.71,21
vdWTm_hVFdt5s8Ca1Xyddw,1.75,4
4nWKKGZGFc4nWUbJTunMAw,2.1,10
-g0zVR9LswlUud9m1eFuUQ,4.47,70
YCOdc9dQ9fLPe3Biz62MPg,3.09,11
JKyWiuPDVJS4hUx-EPAXAA,3.89,129
mtQHSFxx35emKstqMxp9Cw,3.0,3
MEraJIKYztC7IOzYwMe86g,3.38,16
CaAkTpmdj-IODoCcJ9eE3g,4.0,4
b6px2LfZ-cVj_hg9TId1oQ,3.5,4
hizgH5Mxsh0mnfFeMqlOKA,3.89,19
OU6yfyuCzwJZvZFRnTOZzg,4.02,304
hOgRm57WFD_6fA5ZeiCiWg,3.52,54
e5HRYpEIkyrKNR6yA2rnqQ,3.83,6
rXLHlQP_ogFsa1JhHLhkEg,3.39,96
_8Jo6O0TJ7ICpLGNkOlb_g,4.33,3
tRFJvfm09-5bzM54theKZg,4.67,3
7z6y1xm-8UNo35YoDFnpHQ,2.5,12
LINlXPAeUagT_UL2lCcH0A,3.8,15
qtDfTw5v4rczRNxW4IqbKw,3.5,4
yMAJeQulLvOov-5gg2nM9A,4.14,58
pTq4MBQ0tvLB9FExhXZKGg,2.33,3
gZ3GVh4aER2q6_UdA6fTKw,4.35,77
M_AvyTDpBCp2f-ON_20JaQ,2.33,3
N5Wu0dYUSYa18e_t_mzTpg,2.88,8
OJv3-pdokbqhowMmZaeHCg,3.5,6
PwXG1AyaHQ6QZ6nhn86tVQ,3.4,5
eR7cwYFZDkNqBSSTohNwLw,3.89,72
uJAhZq0-M9QFdYkaDH8kbQ,3.44,9
7sc5j9G5A79MTXrRC6sOiQ,3.09,11
IgD47iKLO-DBYLc_gzYd3g,3.25,4
_p12r7187OD6oelx-MefPQ,3.8,5
OoflKXY2YUso9tlSjHKiqg,3.33,3
_ED-tcE-bsR7oFYWZwvUAQ,4.38,78
lJbcTmZxxbLum7HRRydsfA,3.71,14
w-epbudUW4GVIj5_x-BBsw,4.29,14
v91laC9hHODn2WcN_PLE9A,2.27,15
sKNqTICN-nyn5hRNmPO8tQ,3.72,54
gmSPwjUcZ5yxIuJzJnpl8A,2.93,28
NjHwPn2d3TL_xxnheXoSmw,4.15,27
jn90SWm5P2Sjn4RvGEkMUQ,5.0,8
vaLQ5ihqvbsKimKp_mxY2A,3.78,18
UkvDFqetxg882adhvnhcmg,1.67,3
tHw376pyGkJp1-fvW12oZA,3.8,5
xWMpfDxekTi383LmhmWblA,4.1,10
fuhjVvhkQ22j92BTGHEX7A,2.91,11
NOuSa7Yy4yHYKDD0rNod9Q,3.64,310
d_8bMNQd0mesbEUeq1U2kQ,4.05,107
tUtfy9po7NMobHPdAmbMow,4.86,7
_GWuXjPNBnO56OaT_daPZQ,3.43,254
pA659_V23xpRPYnQdh0vDA,4.58,12
rtqtZ0_kOA-GP33mn6-Kpg,4.0,2
ugc287HhOgVukLGZTaX-YQ,3.92,144
SMIGMlmoHB1rv7e01zxuhQ,3.92,13
vJcjhJ9rQP4-T3K_hdAjfg,4.24,66
yExYqENb4F6qH6kJxTOaSQ,3.56,18
qw--Ex51RA0xEqT_cfsvPg,3.57,7
pPoBiFyTjwPSg3R2Q3AeVQ,3.29,7
FOfhEC6rN23RQaUlsR2byw,3.52,162
YcxCrP6tOCWOJjMk1evyzQ,4.86,7
lC9YZVhQHXHfN9Rkpk8kIA,3.72,60
GGyHZtnAA5LBgouB-32ARA,4.36,874
ZFGBKeeEwIhxRFj0RFF1Xw,1.91,11
aHGcI-KGitnGRco_D_I9Ag,2.68,65
oGP7dQdk8PVUD5P6OsCfjA,3.67,3
jpxlSFhdrtbNyxS6vB036A,4.46,39
cwAd2nytPLKmABtLXsgpIw,3.86,467
S4TWo9X6b3gU6uucj4JN3g,3.41,22
b4OrcoUNutnriINTyoqhug,3.83,6
RVicwRiXNLuXXzpx4tEupQ,2.95,19
H-e74SghEFfIz_TdUS_2KQ,3.7,10
dfxGnjDhsLCA7B9FQgvTdw,2.67,15
utyqO_IVBAN8ULZmi52XaA,3.0,7
7f73ptePsHAr4onNi4Zjug,4.33,3
l9JvQhr9-ktjuFQOnchFmA,3.78,36
kXI_-rLCUC9JGE4rFetwDA,4.83,6
jCLQCkmlgvE_grWnWARQqw,3.33,3
-Fm9tt4Y9SxvptHWk3p6dQ,3.33,36
Azczfb5mC4otyyXqjYsuzA,4.0,2
11_Py0PMSwvnok8K9I3AgA,3.87,158
DzjqeV0AxSutsEscHMBoHw,4.17,6
Yg72nmS4epd8gyaXKn2o4A,3.58,64
JsbTHeqjJ5W9VPRptV0aLA,3.71,21
95RAoc1wnt2rs28Wfs6_1Q,3.29,21
Q0070Z9KMleHbc-uI1e5MQ,3.72,74
nTfeDYEy9fV4dEc7LMgM2g,1.0,1
593Sg-q-RdAhtXL5WSiCqw,2.9,86
eOug4Lp-b5-jrtkoLMQq2g,4.5,2
xNf5yR4desqh-37ND3J-hw,3.0,7
sIrAwrRPM4KTD6fajS4_fQ,3.88,8
_wrA7CMbMqcWEDCNghi5cg,2.7,82
TW2RhyiFCLN9iV01r7_j5w,4.0,3
fjaMSLUCjCFKdFgq5QiFkA,4.48,25
6t9AhPny9pkVgkxoP7LqYQ,3.71,7
_wZTYYL7cutanzAnJUTGMA,3.38,39
pi6eN2zM9VAR4RjAoFSqzg,3.76,149
FcbmXlWUcbrYJeEDKBywEA,3.2,5
oT6K-uJgGLq3FbcQQn3ivQ,3.33,3
uxzYF6A_PLVhIraINJfDbw,3.17,12
WxRCv2JdY6ga9eG-a1xDEQ,4.35,117
bee_DAFUBI2MzhBytXHGoQ,3.13,8
xBVvzPw5VYarWUs_uRCQig,3.42,19
lMZIBOyq7S0HUYdGXGdmow,3.33,3
g3WAdIH2ULX6hFI6hOfBWw,3.89,73
hGNAXbx9XUwau0j33tBXEg,2.98,49
l_bFgnY0sf_FPpZjNuwhiw,2.0,1
cIQ5qYFvkI6kIFGgHXsFTA,4.31,13
2A1764Mly4f-WEysgPgZFw,3.0,5
hh2lP4_2N-tk_OxmaTf_qA,3.9,183
BNkSxRUCRAIYV_OZK5T1zA,2.64,28
BrKbukvPCBpNyxMJDmIOZA,3.54,13
LSoRoX3DDsX8YgqTQpQuTQ,1.86,7
LxxmtHFNZ5S-MyhykoE4Sg,4.05,22
nbpY3tbPrAksoqOrYwlx7Q,3.81,62
TrUPQ6CgVw4CpUuIk-AE2A,3.65,54
wqOSESjr7ioLSAUOzzhqoQ,3.52,58
8tH8kFrvxped0le4beLmeQ,3.75,4
B814vBx8gPrx3qN41MV_uw,3.0,1
e8Gt-GSedFlk32le0ethHQ,4.14,83
wNisE2bH-ab86Qp7sEFukA,4.3,10
yTo0of6qzLmyaOZ3Uiha8w,4.65,37
ehpI2R49yR6Yb4PgQeSrnA,2.73,11
lM3q1N0lpxStCLYMCoqGhw,4.1,10
QWOu-4nEnoDua0Uwgwx1LA,3.5,4
aX3dNl6iDh4FaSw7-ipvQw,3.5,20
PHha2OcNdRA4dadK8mMhLw,5.0,2
g-sizDI5AvXJ0W94VVyuqA,4.16,25
3DUemE_hdk-TwbVj1zlckg,2.67,3
_0kZCkjsGPc1JxOnJguTfA,3.11,9
Q19gSL2gPn-v0pOsnANuRA,4.38,21
6pd0Z40VifMh6ETJrOw_0g,3.9,31
rellBaGc6G4mgcqSACGL5w,3.03,205
v1jRhfoNKW4qpLhqhI8ApQ,2.4,5
9iMCMesaU0VDc2XWa4lTdA,4.27,11
FtjvnLhh51ZBYEpKAARaFQ,3.0,88
tSZ-YjOgclHQaAASoeGEDg,2.0,11
gbLPR7iykaZaHtE2spUxwA,3.7,20
VDRIf-as3F3ELnzJ1WMJvA,3.55,11
7mkgnYU6fTIDyY_Jsx05Fg,4.0,4
agKdJFimKaicA205CoDYIQ,4.8,25
PGKNUqWf8bbh3SQMcuKvCA,3.78,9
voPFKvVFm7b01xUyJixFYA,4.13,313
1hyJEY-DGD898iN6S-AmtQ,2.32,28
xeOd3PCjKTWXTZsFrI2FEQ,4.0,3
3l72FflaaeI0tWEAWN3-gQ,3.67,359
PRQTQXMgXClukgFBXP6MMw,2.0,3
yg-a8RuKe-_uiPyrwmGogA,4.89,9
BHfwC58indobNYP3Zqk6fA,3.95,19
QUl85k7lKTvY1ry0sIoBgA,3.75,8
UWc3-FI59SjoikVw5ombVw,3.33,15
WhBxWYRj6rycigYqdXY9cA,3.78,497
IVRfWBL3u4qD6QC4l9ne8A,3.62,13
C6lM880c3gEdk_9ZjtKYWA,3.56,16
30mZ_4EnXX4xVRFkAwcHjA,3.97,73
6SomDsOz9QY5TiPwVhu4lw,3.67,3
M0d6CT77EK8aS0AcvSNaRQ,4.0,6
Vh9IFPjmNkWr3iNPgmIYhg,2.67,3
nfpZPVQf7uqwq-ycIPajEA,3.32,19
dlf3VARfcFZfR9_4eab7-Q,3.29,14
oTwn1srW_J0IdDl15BvuSA,5.0,6
OdetLT5gBDPneWZUfyf7_A,3.57,51
pvn35yyeo8WbrWhOygKceA,2.25,24
sF3k_ZSndah1OwduVlb8_w,4.33,170
iMuKfVjInB_WMErhc7rdaQ,2.44,9
HCVht5j_wW17QxlKewYmxw,3.5,10
1z24CnnIH6j0Kl1ViDtSYw,4.67,3
WjroQezRhqoKmflC9080ew,4.17,6
XiD6Zt7Tfk_IaI1c0HDT3w,4.43,14
edC8euBdO5hxRHRs3RIvZg,3.67,12
Vm1aNoxBIRUeQ0TQph5_lw,5.0,4
TKTiztj5UOz2Na3xw9Hkvg,2.14,14
BsBTK3Fi0RyghzKzR7EECQ,3.86,14
z9qPKK_g_zujxZBslGBYIw,1.5,2
s7bzUyuXJJFJuKKD0ydPfA,3.0,18
rQruj9he537QGhhaZT_aBw,3.17,6
noX7tQCO-zYkJxVqoZ4u8g,3.34,73
QD8wcMoJ7YPBCA5uKA27zg,3.46,50
UCid2Tas6K4SB9sHO9gQ8w,3.28,156
CK6Vf3ii1Hj-4AlgbS6NJQ,3.05,41
Wjpd2qoOVD2RUGCdjXM_rw,5.0,2
Cz0McL5lUaihqOIw0_Yo7w,3.22,198
3xEB9FyFXolq1b_Qn_BFtg,3.61,266
