business_id,avg_ratings,counts
QzC9ePNTrJ5QQwehsmMAWA,3.13,70
gmnI9E8l9ZmqErrBeg88jA,4.55,53
i7HvZ1yTTIaR6bfa_3jGEw,1.67,3
9exceYD4IAttJOpbfubiGg,4.0,3
9DsXB8T3UwBYiLPiLJJuNQ,3.45,55
6BIyPXe_3eO8TEAHnVpVuA,3.33,3
rUQfZOengMpXFkLvJrNJ3g,4.36,14
zFbQ-8AvAIM1tQoqIh_sew,2.67,6
oU968d4WjL0dgk_8qq5BXw,2.3,10
0lQDOFqEVB1LQhkS2kN1RA,2.88,40
vKXLqyrebmNNPxWsGZolZg,3.75,28
gXkv-2CPQFs1iggbftTl_g,2.69,36
kx0P3BmdL7GUxjsGQnm7pg,3.25,4
bvJGSfinC3dpGtSIGdKGNQ,2.7,10
S2x-rEziU3ONR9zO_vpPxA,3.31,13
ECWSOvqjPP8IVuTs_BM8bQ,2.67,3
PF_L0dY7Ad76BleQ6Hc7Qg,3.43,7
hlME5-P2CudNDCUSIX2cxQ,3.67,18
AgvP554bfq5kwp5TghvYmw,4.4,10
O6fEzyH0fRP7r8IbSnCgoA,4.24,17
I34mPToWNbOedyvIyZ5imQ,1.6,5
VZ3A1pVQFwzNGnsNEz3FiQ,3.1,10
l6JjVKeofCbW2wdT-80lPg,4.0,13
ZF58mOM_ACiIhmwr8s_G1w,3.82,28
tC04i64a3nKCcvrnDpbT3A,4.42,33
6epFZlKmaLWQV0ANzyGf6g,3.8,5
aTMDGTQpHVzUY2VxBy4i8A,3.92,26
2unQHR9uaRxk3dsW6f3MGA,3.25,32
Bh5vHCVBOzaNAM-R4WLNcw,5.0,1
bxuKrGz1C4kXm_kjILdfAA,4.2,41
usjNCe_fdI4CbKbZCOKy8w,3.73,44
mv1gFZ8FYsFIOTENKhXddw,3.83,6
s_w8ohbsVOevvnis4OZojw,1.64,11
i2Me_vswa69_WN6__yb6Yw,5.0,6
JU-y40a_2XjhBe_G5jnSAg,2.75,4
iR535TnJtX9aC5mp6vYprw,4.42,134
Ew_BOifmNQrh4P1VJvK5qg,1.5,8
1vQLTKwmcmZXtNzfKEvMmA,2.75,32
r07ZBskr2W6aVGkpDmBPNw,1.0,1
IgzJjFDZX4h71wG-fAVg7A,3.0,5
RCc01aDaUvQ-sWfoalfjXA,4.07,44
fphcaoXU9ywS5t3zEqYyvA,3.16,91
xWnS17JRqB2Cjdgfncnnng,4.44,254
322lV5vtiPrfKvthyqhT0g,3.38,8
bgnPqytdYaNgHjDhrozjdQ,2.0,3
x-S7Nooy3jiKChpR00mVWw,3.4,25
epUeIG4o7yphmcOU0qIqOg,2.88,8
coo6eAhevrKNC1azLAfGaw,4.27,86
2bFrNEhlNjFA7aqJyYBXmw,3.33,24
vFOgPc3Ib5wzejPhGqxM4Q,4.07,92
Zoh0hT-9ivhZ52dHr73NXA,3.33,3
QdOCSKROozmhBKfxujWL9A,4.16,101
ZWuO-YghNqtcAO7Ar-MFEg,2.56,9
VToMv6ukjQv3KMOXAO30TQ,3.17,6
_ql42UadWUh9SgU09_c2mQ,3.42,50
JseijIHxisw_VhevGsin_A,1.67,3
eFjJOXNv2jnzIRfw-njwxg,3.5,2
95sQlDylaJ21U6iEl_MEXQ,2.82,11
sXDr77d29OFiCOvsw-LR3g,4.0,2
Y3a3RkR97J_ReiKgiMXeJg,3.36,47
A1hqUVCcjRJb3PB96QFY0w,3.41,17
1Uooxjw1yWQZYJw3QBUxAA,2.0,1
WCorga9tk_SayxbZbP7Hvg,1.5,10
vAlOW7SPS1ZFkDHec-w_VA,2.5,2
xhs6jlaA1LxNl-xgIXHh4A,4.41,29
WvZU5CF7jnBfsS5ah6sp1Q,3.78,9
cwyq1QIa4fNISUap4PCs_A,5.0,1
9iPsnH3gJdyledlHYahLeg,3.0,2
-r5aq7vjN6lMFDZ4XYErkQ,4.08,12
DnZkFbDjnts5ABUUA9QuVg,3.45,33
6GYKD7TvYE_xcYYut-to3A,3.6,10
wsEpY9SKydAAr5ESWCEo0Q,4.0,6
p3X7T5qvZ7YYBYHl8LN6Vw,2.73,11
6Gy2p4w5Vo9ECuzappvd0Q,3.0,4
orRtROuWoOZWKdfgzgFXJA,4.0,3
VYCbveCk-j4UR_aSTuASJA,3.55,40
4pBklPWQZSeuj5xynAEOYg,3.0,4
qC6ZqST6Q58qXHsDAjM_5w,3.75,4
e5ri6gZgqYNe37uXGtmetg,4.25,8
E0Gi93pSbrJVnQcV8JE8RQ,3.75,4
OjH29mVdEr4SXOdp-eLGfQ,4.67,3
hcFlvyDQq-1izciN8bxCQA,3.0,4
2jvaBYOPXvJawLFJ_c9koA,4.18,17
83kcLyAGm8oG2CSfHhUGJA,4.0,5
xWUQak48XdNZ4ZlkaI4zng,4.29,72
n4yQuvpiUNY6kWEAfz0YdQ,3.5,2
K-bnsVa7FO-mTDTNRpoE9g,4.25,12
LOPMHLVMH1nsBaMMshenlA,2.0,2
Qrqi9uBLZA37CWLlzYBfUA,3.82,22
CerkxisjSGi809UuT3cGUw,2.0,2
l184ekbNhRbhoG-yuCgSAA,3.75,8
wWvInCI38F80lqLvnW26hg,4.35,48
GwsLyeBlPodk1MFjS-XHJA,3.91,11
PE95Q0Ka-MzKYP_USPoNew,2.89,9
sEGA3haln8bEgvyO8FIdsA,4.0,2
RQ5Fe5XMJokYJaBkP-i4jA,2.6,15
XHjpd-DM7-5paAurBTlTJw,3.22,9
SOtYTZQIB5-3EqIlFjo7lA,4.25,4
Cx1UnfXknZgT55VbUTe90g,4.13,8
V7g5T2yR-TrzR1n4Fa8uWg,3.0,1
YbqNbrnOEk2T0qIBbTivuQ,4.0,35
pNNiVpYRjGOldveDMVrXMQ,3.07,15
xYy7bxBqIK9YGr9HXfpNkw,5.0,2
tDbXsDOecrv46J7YR2-FNw,3.0,1
5hSOoDzMy-N5mQ3l9AbKvw,3.0,3
syfCpXqRXeL4tyokKx6JJw,4.03,63
eHD1iu4B5yd_wj_uiSapzQ,3.61,87
_EUbTaB4OUWoIcC6wc8_8g,3.57,7
D-M0GgCnQEpLfwEgDquVAg,4.56,9
_L7ncquz3JaVmXSehvPovA,3.46,24
-hv-qqymMDYlpszOzJ2RXw,3.33,42
jRfdz5voj40P6WS9L54caw,4.09,350
oly8HWl0MtuioFWKPINIFg,3.63,163
IeYRnFUquMjehUTwXsZ5Vg,4.08,13
R13Yzsye39_1StxO0X1Flg,4.5,2
Rlbb5bQ1W520xjkLaD9OFQ,3.93,117
BSlmhfVEsy16C_ZUpcyB8w,4.0,38
yQoBnikspv_r4Te7SfzlOw,3.22,18
PBm5GNPaIHXxebg4ut-6qw,1.0,1
8Gmjirpg6V_a2u0K4In6Iw,3.49,37
MQsMlsL6J3V25ssYzHQehw,4.41,29
zWmMse__At85rO_ivLcpXA,3.13,8
1yxoQFeyux1Ig3qqCWKzGA,3.1,10
OAXWfsklsATjpui2C8HilQ,2.92,12
n3Ov26PBvLJQChYdP1WtfA,5.0,2
vdOhxFYPHbCg93iZoTkfnA,4.2,10
Ay-rj0ceMziTtNXW-Fqjlg,4.5,2
tUR9-c9y5J1KA8vi-CX-nQ,3.67,3
VVydN2GlIoPjVGMID9Vs7g,4.0,2
9w0NMlgg8Z_P3JUSQK0mPA,4.2,35
ZXDlrA9Aqsda1WfQD3H6aw,3.67,3
drrQIOQfEwv29L8B6E5_UQ,4.14,7
VutiGk1BCHvGfXTXd1_jKQ,3.67,3
JSOaQOtDtG2Ce44tCsKEUw,4.0,2
c9-zh9b1V-wvxFgicsT7-Q,5.0,3
-pmmu39MjTD0ht6Jjf-gmw,4.07,30
_ji6oh2RwfOOt0jMznT5wg,4.06,53
KVq-1WEJNKK2NqFC7nUoRg,4.38,37
kdwGeJlYwmqt9X49IG49mQ,4.0,22
RQ_QaWi1Cc4X6odfGuUGcA,3.73,62
I7RzNCWg_uVzUJhm9lrB4g,4.38,13
7LLKX5vYeItO7kBfbCnl5g,4.0,37
cg7Pys3TqUBkmXryzGN1Ww,2.5,2
vFJmFFfPVhHkC3bWOeZnNA,3.92,51
FbWwugp1EWRYBv76Wd3BEg,3.05,65
Q4D5Zre41GBU8Nu0hq8vQw,3.5,4
0OBTspQE0SOM2crOReOdmg,4.4,5
ne44CkXiTPRCx0UQrP4AsQ,3.46,13
jbabv5Zu9Das8cRqdYVHNw,4.2,5
gak2GGkgucTsnsbEanCb9A,2.67,15
BL3SqCfSJuDTNDR9_b9NdQ,3.48,25
q34vLVEbHPzS0ZUC8XGsVw,2.0,4
GmzpzmxinfLMw5OXQKFEBQ,4.78,467
bdTzNQ18wfPbyiXHJKL1dg,4.69,126
lut0g04VsYRyblR1Ad-8HA,3.44,85
n9iOBTyrgFRE4WT1Lq_wAA,4.47,43
0T0CX-ILJEOuEJnNi1Lu3A,3.0,1
e_eY2EmXhno4qwsZVkWq-Q,3.08,12
5vKdGeias7HTd3o6qojDFQ,2.55,11
XpNxXmqBKZE5ZHaI-ZgAmw,3.88,16
RHYJho19op3wdNfJOFUR0A,4.44,39
T5qxp0rdLRYPRduelP2QsQ,3.94,18
8WdpJa-yXW9p1e40UMk5PQ,5.0,2
4kSntr5xn8tAnodmTKevbg,3.89,115
LFf-IXdeb1nNil-BEQxQdA,4.5,4
2VK0NrB3agVOYmpkMKKrsg,3.4,5
JoqrcQuzD3yEvs9KvN82ag,1.5,8
BzvSlUIwB08C-1GK93mQbg,3.65,26
b1USJoEOGPMrYYfjnyWJHw,1.0,1
9LCPVIFSmMJcumu6JuCR7Q,4.33,3
gZN6QGdBoT3jqHKKR8hm_w,4.75,4
yZiV6fBKOuD7vX0NhpNDjQ,2.67,15
guCjJhxjlajTJ0rNhFp98Q,3.6,5
7y2Fgu5sdYQrzuJxatXMNg,2.3,23
GYbCN7JrNHnjhjAIrwrrqw,3.86,50
liJ7u970FYGtRTo5EOxvqg,3.08,73
gkwzvaYWC7LODxDw1yY0Dw,4.69,16
4nWKKGZGFc4nWUbJTunMAw,1.83,6
-g0zVR9LswlUud9m1eFuUQ,4.4,52
YCOdc9dQ9fLPe3Biz62MPg,2.88,8
JKyWiuPDVJS4hUx-EPAXAA,3.9,96
mtQHSFxx35emKstqMxp9Cw,3.0,2
MEraJIKYztC7IOzYwMe86g,3.36,14
CaAkTpmdj-IODoCcJ9eE3g,4.0,4
b6px2LfZ-cVj_hg9TId1oQ,3.5,4
hizgH5Mxsh0mnfFeMqlOKA,3.87,15
OU6yfyuCzwJZvZFRnTOZzg,4.0,228
hOgRm57WFD_6fA5ZeiCiWg,3.45,44
e5HRYpEIkyrKNR6yA2rnqQ,3.75,4
rXLHlQP_ogFsa1JhHLhkEg,3.2,71
_8Jo6O0TJ7ICpLGNkOlb_g,4.33,3
tRFJvfm09-5bzM54theKZg,5.0,2
7z6y1xm-8UNo35YoDFnpHQ,2.2,10
LINlXPAeUagT_UL2lCcH0A,3.71,14
qtDfTw5v4rczRNxW4IqbKw,3.0,3
yMAJeQulLvOov-5gg2nM9A,4.15,39
pTq4MBQ0tvLB9FExhXZKGg,2.5,2
gZ3GVh4aER2q6_UdA6fTKw,4.34,58
M_AvyTDpBCp2f-ON_20JaQ,1.5,2
N5Wu0dYUSYa18e_t_mzTpg,2.67,6
OJv3-pdokbqhowMmZaeHCg,3.0,2
PwXG1AyaHQ6QZ6nhn86tVQ,3.4,5
eR7cwYFZDkNqBSSTohNwLw,3.9,52
uJAhZq0-M9QFdYkaDH8kbQ,3.8,5
7sc5j9G5A79MTXrRC6sOiQ,3.13,8
IgD47iKLO-DBYLc_gzYd3g,4.0,3
_p12r7187OD6oelx-MefPQ,3.75,4
OoflKXY2YUso9tlSjHKiqg,3.0,2
_ED-tcE-bsR7oFYWZwvUAQ,4.41,54
U4HVQcnsWnChm9ssOb_CPA,4.56,34
w-epbudUW4GVIj5_x-BBsw,4.27,11
v91laC9hHODn2WcN_PLE9A,2.42,12
sKNqTICN-nyn5hRNmPO8tQ,3.6,45
gmSPwjUcZ5yxIuJzJnpl8A,3.1,20
NjHwPn2d3TL_xxnheXoSmw,4.18,22
jn90SWm5P2Sjn4RvGEkMUQ,5.0,6
UkvDFqetxg882adhvnhcmg,1.67,3
tHw376pyGkJp1-fvW12oZA,4.0,4
xWMpfDxekTi383LmhmWblA,3.88,8
fuhjVvhkQ22j92BTGHEX7A,3.0,10
NOuSa7Yy4yHYKDD0rNod9Q,3.61,244
d_8bMNQd0mesbEUeq1U2kQ,4.05,73
tUtfy9po7NMobHPdAmbMow,4.75,4
_GWuXjPNBnO56OaT_daPZQ,3.42,192
rtqtZ0_kOA-GP33mn6-Kpg,4.0,2
ugc287HhOgVukLGZTaX-YQ,3.88,104
SMIGMlmoHB1rv7e01zxuhQ,4.0,10
vJcjhJ9rQP4-T3K_hdAjfg,4.43,53
yExYqENb4F6qH6kJxTOaSQ,3.77,13
qw--Ex51RA0xEqT_cfsvPg,3.4,5
pPoBiFyTjwPSg3R2Q3AeVQ,3.33,6
FOfhEC6rN23RQaUlsR2byw,3.56,124
lC9YZVhQHXHfN9Rkpk8kIA,3.66,41
GGyHZtnAA5LBgouB-32ARA,4.35,650
ZFGBKeeEwIhxRFj0RFF1Xw,1.63,8
aHGcI-KGitnGRco_D_I9Ag,2.77,44
oGP7dQdk8PVUD5P6OsCfjA,3.0,2
jpxlSFhdrtbNyxS6vB036A,4.59,27
cwAd2nytPLKmABtLXsgpIw,3.87,348
S4TWo9X6b3gU6uucj4JN3g,3.56,16
b4OrcoUNutnriINTyoqhug,4.25,4
RVicwRiXNLuXXzpx4tEupQ,2.92,12
H-e74SghEFfIz_TdUS_2KQ,3.78,9
dfxGnjDhsLCA7B9FQgvTdw,2.7,10
utyqO_IVBAN8ULZmi52XaA,3.0,6
7f73ptePsHAr4onNi4Zjug,5.0,1
l9JvQhr9-ktjuFQOnchFmA,3.68,25
kXI_-rLCUC9JGE4rFetwDA,4.8,5
jCLQCkmlgvE_grWnWARQqw,3.5,2
-Fm9tt4Y9SxvptHWk3p6dQ,3.55,22
Azczfb5mC4otyyXqjYsuzA,4.0,1
11_Py0PMSwvnok8K9I3AgA,3.92,113
DzjqeV0AxSutsEscHMBoHw,4.8,5
Yg72nmS4epd8gyaXKn2o4A,3.59,44
JsbTHeqjJ5W9VPRptV0aLA,3.71,17
95RAoc1wnt2rs28Wfs6_1Q,3.31,13
nTfeDYEy9fV4dEc7LMgM2g,1.0,1
593Sg-q-RdAhtXL5WSiCqw,3.11,61
eOug4Lp-b5-jrtkoLMQq2g,4.5,2
sIrAwrRPM4KTD6fajS4_fQ,3.86,7
_wrA7CMbMqcWEDCNghi5cg,2.71,59
TW2RhyiFCLN9iV01r7_j5w,4.0,3
fjaMSLUCjCFKdFgq5QiFkA,4.48,21
6t9AhPny9pkVgkxoP7LqYQ,3.0,4
_wZTYYL7cutanzAnJUTGMA,3.57,28
pi6eN2zM9VAR4RjAoFSqzg,3.79,115
FcbmXlWUcbrYJeEDKBywEA,3.2,5
oT6K-uJgGLq3FbcQQn3ivQ,3.33,3
uxzYF6A_PLVhIraINJfDbw,3.44,9
WxRCv2JdY6ga9eG-a1xDEQ,4.52,82
bee_DAFUBI2MzhBytXHGoQ,2.83,6
xBVvzPw5VYarWUs_uRCQig,3.29,14
lMZIBOyq7S0HUYdGXGdmow,3.5,2
g3WAdIH2ULX6hFI6hOfBWw,3.9,59
hGNAXbx9XUwau0j33tBXEg,3.09,33
l_bFgnY0sf_FPpZjNuwhiw,2.0,1
cIQ5qYFvkI6kIFGgHXsFTA,4.38,8
2A1764Mly4f-WEysgPgZFw,3.0,5
hh2lP4_2N-tk_OxmaTf_qA,3.87,134
BNkSxRUCRAIYV_OZK5T1zA,2.5,26
BrKbukvPCBpNyxMJDmIOZA,3.5,8
LSoRoX3DDsX8YgqTQpQuTQ,2.2,5
LxxmtHFNZ5S-MyhykoE4Sg,3.89,19
nbpY3tbPrAksoqOrYwlx7Q,3.8,46
TrUPQ6CgVw4CpUuIk-AE2A,3.64,42
wqOSESjr7ioLSAUOzzhqoQ,3.49,47
8tH8kFrvxped0le4beLmeQ,4.0,2
B814vBx8gPrx3qN41MV_uw,3.0,1
e8Gt-GSedFlk32le0ethHQ,4.2,66
wNisE2bH-ab86Qp7sEFukA,4.38,8
yTo0of6qzLmyaOZ3Uiha8w,4.66,32
ehpI2R49yR6Yb4PgQeSrnA,2.33,6
lM3q1N0lpxStCLYMCoqGhw,4.29,7
QWOu-4nEnoDua0Uwgwx1LA,3.5,4
aX3dNl6iDh4FaSw7-ipvQw,3.36,14
PHha2OcNdRA4dadK8mMhLw,5.0,1
g-sizDI5AvXJ0W94VVyuqA,4.16,19
3DUemE_hdk-TwbVj1zlckg,2.67,3
Q19gSL2gPn-v0pOsnANuRA,4.25,16
6pd0Z40VifMh6ETJrOw_0g,3.92,24
rellBaGc6G4mgcqSACGL5w,2.99,151
v1jRhfoNKW4qpLhqhI8ApQ,2.75,4
9iMCMesaU0VDc2XWa4lTdA,4.67,9
FtjvnLhh51ZBYEpKAARaFQ,2.97,63
tSZ-YjOgclHQaAASoeGEDg,1.89,9
gbLPR7iykaZaHtE2spUxwA,3.65,17
VDRIf-as3F3ELnzJ1WMJvA,3.5,10
agKdJFimKaicA205CoDYIQ,4.9,20
PGKNUqWf8bbh3SQMcuKvCA,3.67,6
voPFKvVFm7b01xUyJixFYA,4.07,227
1hyJEY-DGD898iN6S-AmtQ,2.26,23
xeOd3PCjKTWXTZsFrI2FEQ,5.0,1
3l72FflaaeI0tWEAWN3-gQ,3.6,272
PRQTQXMgXClukgFBXP6MMw,2.5,2
yg-a8RuKe-_uiPyrwmGogA,4.83,6
BHfwC58indobNYP3Zqk6fA,4.07,15
QUl85k7lKTvY1ry0sIoBgA,3.71,7
WhBxWYRj6rycigYqdXY9cA,3.8,377
IVRfWBL3u4qD6QC4l9ne8A,3.82,11
C6lM880c3gEdk_9ZjtKYWA,3.36,14
30mZ_4EnXX4xVRFkAwcHjA,4.0,55
sH0gQB4t4kcDxY_MImHqYA,3.61,70
M0d6CT77EK8aS0AcvSNaRQ,4.0,3
Vh9IFPjmNkWr3iNPgmIYhg,2.0,2
nfpZPVQf7uqwq-ycIPajEA,3.29,14
dlf3VARfcFZfR9_4eab7-Q,3.18,11
oTwn1srW_J0IdDl15BvuSA,5.0,5
OdetLT5gBDPneWZUfyf7_A,3.56,34
pvn35yyeo8WbrWhOygKceA,2.37,19
sF3k_ZSndah1OwduVlb8_w,4.28,120
iMuKfVjInB_WMErhc7rdaQ,2.25,8
HCVht5j_wW17QxlKewYmxw,3.5,8
1z24CnnIH6j0Kl1ViDtSYw,5.0,2
WjroQezRhqoKmflC9080ew,3.33,3
edC8euBdO5hxRHRs3RIvZg,3.5,10
Vm1aNoxBIRUeQ0TQph5_lw,5.0,4
TKTiztj5UOz2Na3xw9Hkvg,2.17,12
BsBTK3Fi0RyghzKzR7EECQ,3.9,10
z9qPKK_g_zujxZBslGBYIw,2.0,1
s7bzUyuXJJFJuKKD0ydPfA,2.58,12
rQruj9he537QGhhaZT_aBw,3.17,6
noX7tQCO-zYkJxVqoZ4u8g,3.38,52
QD8wcMoJ7YPBCA5uKA27zg,3.54,35
UCid2Tas6K4SB9sHO9gQ8w,3.23,120
CK6Vf3ii1Hj-4AlgbS6NJQ,2.94,33
Wjpd2qoOVD2RUGCdjXM_rw,5.0,2
Cz0McL5lUaihqOIw0_Yo7w,3.15,143
3xEB9FyFXolq1b_Qn_BFtg,3.6,200
37NiLnR7_gFMvBmYPsoskA,1.0,2
5hE-zl48foordJ-B91bS6w,5.0,7
5lYvFBusDEJQL2SGh1GOIA,4.63,8
2cM1L2ngS5YLR_3APAaxfQ,4.0,6
twNyqB9UCVHhbjSHoJySYA,5.0,4
cnvVpOF0pC0QuvANdCpoMQ,2.36,14
JnOZS5bvQypTaCW1e1W4IQ,2.0,1
YZZ25gyX-E7yGVnA97I_sg,3.27,11
XK2GG_SNfZf2op7VWy6L7g,3.22,9
yP23rR1T5Q3Z33mol141eg,2.92,12
1aOiRg6IJSimaexJspyvfQ,4.31,13
HS2mBnsyFqlXrePt8AAWJQ,2.38,13
0HIOVPAD0NngfT1_zrUh5w,4.7,20
tHa5ikquLfumQJtgJ6gCNA,3.39,23
IhDTUAFc2x8U8brTeBAeUQ,3.77,13
lRhKubuHbjKjEm07o-oxBw,5.0,2
wdbjLbmj_2nfkwFsD4f3gA,1.5,4
2tXpqXexE-rn2iDRutiBXQ,3.5,4
a4cG-ZTiFV-szE0vUrHxdg,3.25,4
SZE5pwoBUg8n2HSTpJUOtw,3.67,3
Ava5e1hLjDI-lHA_Q8KwSg,4.33,6
-qeubUfFjWg3yA02IFxbKQ,2.29,7
